trip_id,pickup_datetime,dropoff_datetime,pickup_borough,dropoff_borough,passenger_count,trip_distance_miles,fare_amount,tip_amount,total_amount,payment_type,trip_year,trip_month
TRIP_000759,2023-04-18 04:38:07,2023-04-18 04:56:07,Bronx,Queens,3,24.45,66.4,13.01,79.91,No Charge,2023,4
TRIP_000760,2023-02-22 08:14:01,2023-02-22 08:43:01,Manhattan,Bronx,5,9.61,28.72,7.72,36.94,Dispute,2023,2
TRIP_000761,2023-09-07 04:21:01,2023-09-07 05:11:01,Manhattan,Brooklyn,1,18.01,48.53,1.83,50.86,Credit Card,2023,9
TRIP_000762,2023-02-27 01:45:53,2023-02-27 03:00:53,Bronx,Bronx,2,0.98,8.3,0.92,9.72,No Charge,2023,2
TRIP_000763,2023-04-04 19:26:44,2023-04-04 20:41:44,Manhattan,Brooklyn,3,24.25,63.79,8.02,72.31,Credit Card,2023,4
TRIP_000764,2023-11-25 15:00:55,2023-11-25 15:50:55,Brooklyn,Brooklyn,1,21.51,59.18,5.4,65.08,Cash,2023,11
TRIP_000765,2023-07-03 20:14:21,2023-07-03 21:30:21,Manhattan,Staten Island,2,7.48,23.42,4.8,28.72,Credit Card,2023,7
TRIP_000766,2023-11-19 22:42:30,2023-11-19 23:07:30,Manhattan,Queens,4,17.8,48.35,7.89,56.74,Dispute,2023,11
TRIP_000767,2023-10-16 16:52:17,2023-10-16 18:14:17,Brooklyn,Bronx,2,8.36,27.15,7.29,34.94,Dispute,2023,10
TRIP_000768,2023-12-04 20:25:55,2023-12-04 21:26:55,Manhattan,Bronx,3,23.73,64.71,14.63,79.84,Credit Card,2023,12
TRIP_000769,2023-03-19 03:16:57,2023-03-19 03:51:57,Queens,Queens,3,7.86,24.67,5.2,30.37,No Charge,2023,3
TRIP_000770,2023-08-08 08:21:01,2023-08-08 09:47:01,Manhattan,Brooklyn,3,3.28,15.34,2.76,18.6,Dispute,2023,8
TRIP_000771,2023-01-14 14:59:42,2023-01-14 16:27:42,Staten Island,Brooklyn,3,14.43,39.47,11.74,51.71,Credit Card,2023,1
TRIP_000772,2023-06-13 00:30:33,2023-06-13 00:53:33,Bronx,Manhattan,2,17.56,48.36,8.28,57.14,Credit Card,2023,6
TRIP_000773,2023-11-11 03:50:05,2023-11-11 04:29:05,Queens,Brooklyn,4,2.41,8.7,1.05,10.25,No Charge,2023,11
TRIP_000774,2023-12-13 15:51:56,2023-12-13 16:11:56,Staten Island,Queens,5,5.04,18.54,1.55,20.59,Dispute,2023,12
TRIP_000775,2023-05-19 02:43:46,2023-05-19 03:39:46,Bronx,Manhattan,4,14.65,42.19,8.41,51.1,Credit Card,2023,5
TRIP_000776,2023-09-22 00:57:30,2023-09-22 01:04:30,Manhattan,Staten Island,6,17.11,49.01,0.55,50.06,Credit Card,2023,9
TRIP_000777,2023-09-28 18:43:05,2023-09-28 20:00:05,Staten Island,Bronx,1,10.68,32.34,1.58,34.42,Cash,2023,9
TRIP_000778,2023-08-02 08:12:16,2023-08-02 08:30:16,Manhattan,Bronx,6,14.67,39.55,1.74,41.79,Credit Card,2023,8
TRIP_000779,2023-08-25 10:12:00,2023-08-25 10:46:00,Queens,Staten Island,3,8.93,26.84,3.89,31.23,No Charge,2023,8
TRIP_000780,2023-10-02 22:55:47,2023-10-02 23:39:47,Brooklyn,Brooklyn,6,3.03,11.4,1.83,13.73,Credit Card,2023,10
TRIP_000781,2023-01-08 15:28:42,2023-01-08 16:25:42,Staten Island,Bronx,6,12.67,37.37,9.79,47.66,Credit Card,2023,1
TRIP_000782,2023-12-25 15:34:22,2023-12-25 15:58:22,Brooklyn,Queens,1,17.89,51.42,14.31,66.23,Credit Card,2023,12
TRIP_000783,2023-11-28 05:26:39,2023-11-28 06:06:39,Brooklyn,Bronx,2,22.98,63.55,8.57,72.62,No Charge,2023,11
TRIP_000784,2023-11-28 17:04:52,2023-11-28 17:36:52,Staten Island,Manhattan,5,16.92,47.82,10.22,58.54,No Charge,2023,11
TRIP_000785,2023-05-05 05:54:55,2023-05-05 06:56:55,Brooklyn,Brooklyn,2,4.62,14.49,0.37,15.36,Dispute,2023,5
TRIP_000786,2023-09-18 00:52:17,2023-09-18 01:48:17,Queens,Brooklyn,6,10.79,30.35,1.65,32.5,No Charge,2023,9
TRIP_000787,2023-08-15 02:34:25,2023-08-15 02:55:25,Brooklyn,Manhattan,5,12.91,38.67,7.56,46.73,No Charge,2023,8
TRIP_000788,2023-04-10 09:00:10,2023-04-10 10:27:10,Brooklyn,Manhattan,2,12.93,37.63,5.0,43.13,Credit Card,2023,4
TRIP_000789,2023-03-07 07:37:05,2023-03-07 08:58:05,Queens,Brooklyn,2,24.82,64.57,9.29,74.36,Dispute,2023,3
TRIP_000790,2023-12-01 07:15:40,2023-12-01 08:38:40,Brooklyn,Manhattan,4,20.89,57.14,1.97,59.61,Cash,2023,12
TRIP_000791,2023-06-28 01:13:13,2023-06-28 01:25:13,Queens,Staten Island,5,12.38,34.67,6.05,41.22,No Charge,2023,6
TRIP_000792,2023-03-10 18:58:34,2023-03-10 19:24:34,Staten Island,Queens,6,22.18,59.99,5.72,66.21,Dispute,2023,3
TRIP_000793,2023-10-28 13:04:21,2023-10-28 14:01:21,Bronx,Queens,6,4.92,16.42,3.73,20.65,Cash,2023,10
TRIP_000794,2023-04-17 22:20:31,2023-04-17 23:24:31,Bronx,Queens,5,12.88,37.06,6.98,44.54,Cash,2023,4
TRIP_000795,2023-01-25 10:27:13,2023-01-25 11:02:13,Bronx,Bronx,3,10.38,31.33,7.14,38.97,Dispute,2023,1
TRIP_000796,2023-10-13 05:13:29,2023-10-13 05:36:29,Brooklyn,Brooklyn,3,23.36,65.5,11.43,77.43,Dispute,2023,10
TRIP_000797,2023-08-12 01:15:34,2023-08-12 01:38:34,Manhattan,Queens,2,9.01,27.52,6.99,35.01,Dispute,2023,8
TRIP_000798,2023-03-27 01:29:10,2023-03-27 02:20:10,Queens,Manhattan,3,4.03,15.38,4.35,20.23,Credit Card,2023,3
TRIP_000799,2023-08-31 00:34:12,2023-08-31 00:43:12,Brooklyn,Staten Island,4,23.33,65.73,8.25,74.48,Credit Card,2023,8
TRIP_000800,2023-06-12 15:15:04,2023-06-12 15:27:04,Staten Island,Brooklyn,5,7.31,23.47,3.42,27.39,No Charge,2023,6
TRIP_000801,2023-07-26 03:41:09,2023-07-26 03:55:09,Bronx,Brooklyn,1,22.91,60.19,3.24,63.93,Dispute,2023,7
TRIP_000802,2023-05-22 08:31:36,2023-05-22 09:36:36,Manhattan,Staten Island,1,12.14,34.31,0.07,34.88,No Charge,2023,5
TRIP_000803,2023-07-29 14:04:32,2023-07-29 15:18:32,Queens,Manhattan,5,3.03,11.04,0.98,12.52,No Charge,2023,7
TRIP_000804,2023-11-03 11:06:37,2023-11-03 11:30:37,Staten Island,Brooklyn,3,10.2,28.13,0.67,29.3,Cash,2023,11
TRIP_000805,2023-01-31 18:14:02,2023-01-31 18:39:02,Staten Island,Brooklyn,2,7.29,22.08,0.67,23.25,Cash,2023,1
TRIP_000806,2023-10-06 09:13:27,2023-10-06 10:05:27,Bronx,Queens,6,22.46,58.9,9.81,69.21,Dispute,2023,10
TRIP_000807,2023-05-30 14:03:23,2023-05-30 15:33:23,Staten Island,Manhattan,1,1.12,7.13,0.86,8.49,Credit Card,2023,5
TRIP_000808,2023-05-21 16:34:24,2023-05-21 16:57:24,Manhattan,Queens,6,15.44,42.1,11.1,53.7,Dispute,2023,5
TRIP_000809,2023-01-18 00:42:31,2023-01-18 01:37:31,Manhattan,Bronx,2,3.65,15.14,0.04,15.68,Credit Card,2023,1
TRIP_000810,2023-11-28 02:27:06,2023-11-28 03:08:06,Bronx,Bronx,6,4.55,14.53,0.12,15.15,Dispute,2023,11
TRIP_000811,2023-04-16 07:08:06,2023-04-16 07:37:06,Queens,Queens,4,21.07,56.87,16.35,73.72,Dispute,2023,4
TRIP_000812,2023-10-27 10:54:21,2023-10-27 12:15:21,Staten Island,Queens,2,14.53,39.18,8.34,48.02,No Charge,2023,10
TRIP_000813,2023-09-24 23:37:54,2023-09-25 00:45:54,Brooklyn,Bronx,6,16.11,42.85,2.69,46.04,Dispute,2023,9
TRIP_000814,2023-01-01 05:54:56,2023-01-01 06:06:56,Manhattan,Staten Island,2,22.59,62.74,16.47,79.71,Credit Card,2023,1
TRIP_000815,2023-04-23 09:56:03,2023-04-23 11:15:03,Manhattan,Bronx,2,2.18,8.49,0.66,9.65,Cash,2023,4
TRIP_000816,2023-05-13 07:34:53,2023-05-13 09:01:53,Bronx,Queens,2,4.08,14.8,0.48,15.78,Dispute,2023,5
TRIP_000817,2023-08-13 11:37:34,2023-08-13 13:04:34,Brooklyn,Bronx,6,15.06,42.04,12.25,54.79,Dispute,2023,8
TRIP_000818,2023-03-25 22:58:15,2023-03-26 00:22:15,Queens,Brooklyn,4,13.39,36.71,7.91,45.12,Credit Card,2023,3
TRIP_000819,2023-09-07 15:20:03,2023-09-07 16:13:03,Manhattan,Manhattan,3,1.33,7.08,2.03,9.61,Dispute,2023,9
TRIP_000820,2023-12-25 16:15:00,2023-12-25 16:32:00,Brooklyn,Brooklyn,1,9.32,27.91,4.74,33.15,No Charge,2023,12
TRIP_000821,2023-07-11 14:27:01,2023-07-11 15:44:01,Staten Island,Staten Island,5,18.94,52.86,7.31,60.67,No Charge,2023,7
TRIP_000822,2023-09-20 15:51:39,2023-09-20 16:32:39,Manhattan,Manhattan,4,22.97,61.71,7.39,69.6,No Charge,2023,9
TRIP_000823,2023-03-13 00:53:46,2023-03-13 01:12:46,Staten Island,Brooklyn,2,15.77,41.97,9.72,52.19,Cash,2023,3
TRIP_000824,2023-05-11 07:42:05,2023-05-11 08:08:05,Bronx,Brooklyn,6,13.25,38.72,0.24,39.46,No Charge,2023,5
TRIP_000825,2023-03-19 07:48:05,2023-03-19 08:11:05,Queens,Bronx,6,9.52,28.07,8.35,36.92,Cash,2023,3
TRIP_000826,2023-02-06 12:55:51,2023-02-06 14:01:51,Queens,Queens,3,5.15,17.21,2.48,20.19,Cash,2023,2
TRIP_000827,2023-04-15 15:53:38,2023-04-15 17:02:38,Staten Island,Staten Island,2,24.39,67.89,16.38,84.77,Dispute,2023,4
TRIP_000828,2023-11-04 00:04:24,2023-11-04 01:17:24,Brooklyn,Staten Island,2,1.06,7.51,0.22,8.23,Credit Card,2023,11
TRIP_000829,2023-08-04 14:17:19,2023-08-04 15:41:19,Manhattan,Bronx,1,13.26,36.0,9.57,46.07,Dispute,2023,8
TRIP_000830,2023-08-22 17:58:11,2023-08-22 19:11:11,Staten Island,Queens,5,21.69,58.38,12.15,71.03,Dispute,2023,8
TRIP_000831,2023-06-25 03:17:14,2023-06-25 03:23:14,Bronx,Brooklyn,4,7.03,20.28,2.28,23.06,No Charge,2023,6
TRIP_000832,2023-09-16 14:28:17,2023-09-16 14:38:17,Bronx,Bronx,3,4.1,16.43,3.59,20.52,No Charge,2023,9
TRIP_000833,2023-06-03 03:59:47,2023-06-03 04:19:47,Bronx,Manhattan,2,3.2,12.15,2.97,15.62,No Charge,2023,6
TRIP_000834,2023-10-03 00:31:52,2023-10-03 00:47:52,Queens,Queens,1,6.68,19.49,3.0,22.99,Cash,2023,10
TRIP_000835,2023-08-01 06:44:39,2023-08-01 08:13:39,Bronx,Staten Island,2,15.85,45.83,5.6,51.93,Cash,2023,8
TRIP_000836,2023-05-25 02:38:04,2023-05-25 02:51:04,Staten Island,Manhattan,4,21.56,61.2,3.52,65.22,Cash,2023,5
TRIP_000837,2023-08-06 09:46:57,2023-08-06 10:50:57,Brooklyn,Queens,4,9.82,28.32,5.23,34.05,Dispute,2023,8
TRIP_000838,2023-09-24 23:53:57,2023-09-25 00:05:57,Brooklyn,Queens,6,14.71,39.73,6.68,46.91,Credit Card,2023,9
TRIP_000839,2023-03-01 08:12:08,2023-03-01 09:04:08,Staten Island,Manhattan,2,24.85,67.97,6.17,74.64,No Charge,2023,3
TRIP_000840,2023-01-07 02:02:04,2023-01-07 02:18:04,Brooklyn,Brooklyn,6,7.32,25.01,1.03,26.54,Cash,2023,1
TRIP_000841,2023-04-22 15:34:54,2023-04-22 16:04:54,Queens,Brooklyn,1,14.78,41.01,7.22,48.73,Dispute,2023,4
TRIP_000842,2023-07-13 02:55:48,2023-07-13 03:54:48,Queens,Manhattan,4,2.27,10.14,0.14,10.78,No Charge,2023,7
TRIP_000843,2023-11-08 20:22:01,2023-11-08 21:16:01,Staten Island,Staten Island,4,6.43,20.64,0.65,21.79,No Charge,2023,11
TRIP_000844,2023-07-06 21:48:37,2023-07-06 22:27:37,Brooklyn,Brooklyn,2,20.23,58.06,8.93,67.49,Cash,2023,7
TRIP_000845,2023-10-09 10:21:23,2023-10-09 11:23:23,Brooklyn,Staten Island,5,22.48,62.9,3.29,66.69,Dispute,2023,10
TRIP_000846,2023-03-02 05:56:00,2023-03-02 07:14:00,Brooklyn,Manhattan,4,7.91,23.69,3.24,27.43,No Charge,2023,3
TRIP_000847,2023-08-18 09:50:21,2023-08-18 09:55:21,Brooklyn,Brooklyn,3,12.96,38.0,4.74,43.24,Cash,2023,8
TRIP_000848,2023-10-28 19:46:10,2023-10-28 20:46:10,Manhattan,Queens,1,23.0,64.68,12.86,78.04,No Charge,2023,10
TRIP_000849,2023-04-25 19:22:03,2023-04-25 19:26:03,Staten Island,Staten Island,4,9.23,29.92,5.11,35.53,Cash,2023,4
TRIP_000850,2023-04-25 13:26:39,2023-04-25 14:46:39,Queens,Bronx,2,6.96,22.01,5.95,28.46,Cash,2023,4
TRIP_000851,2023-09-18 20:00:45,2023-09-18 20:55:45,Bronx,Brooklyn,2,8.48,28.62,3.21,32.33,Dispute,2023,9
TRIP_000852,2023-03-04 11:27:51,2023-03-04 12:22:51,Staten Island,Queens,1,19.3,53.76,15.06,69.32,Cash,2023,3
TRIP_000853,2023-05-03 00:16:37,2023-05-03 01:05:37,Manhattan,Brooklyn,6,18.13,50.8,0.5,51.8,Dispute,2023,5
TRIP_000854,2023-02-20 21:05:18,2023-02-20 22:29:18,Bronx,Brooklyn,4,17.37,46.61,13.1,60.21,No Charge,2023,2
TRIP_000855,2023-04-24 10:21:38,2023-04-24 10:42:38,Manhattan,Manhattan,1,14.11,38.86,10.58,49.94,Credit Card,2023,4
TRIP_000856,2023-07-30 16:42:51,2023-07-30 17:24:51,Manhattan,Manhattan,1,23.28,63.96,15.37,79.83,Cash,2023,7
TRIP_000857,2023-05-15 01:57:54,2023-05-15 03:16:54,Bronx,Bronx,4,7.52,24.85,6.7,32.05,Cash,2023,5
TRIP_000858,2023-11-21 21:19:39,2023-11-21 22:22:39,Brooklyn,Brooklyn,3,23.9,63.86,16.15,80.51,No Charge,2023,11
TRIP_000859,2023-03-14 00:30:38,2023-03-14 01:39:38,Staten Island,Bronx,5,9.86,31.75,8.51,40.76,Cash,2023,3
TRIP_000860,2023-09-12 09:11:23,2023-09-12 10:00:23,Manhattan,Staten Island,2,3.44,13.83,1.96,16.29,No Charge,2023,9
TRIP_000861,2023-06-26 04:46:30,2023-06-26 06:06:30,Queens,Queens,4,15.6,45.88,1.61,47.99,Credit Card,2023,6
TRIP_000862,2023-06-05 22:24:04,2023-06-05 23:18:04,Staten Island,Staten Island,5,7.56,23.31,6.01,29.82,Cash,2023,6
TRIP_000863,2023-05-27 13:48:53,2023-05-27 15:11:53,Manhattan,Queens,2,2.18,8.43,0.67,9.6,No Charge,2023,5
TRIP_000864,2023-04-01 11:24:29,2023-04-01 12:28:29,Brooklyn,Queens,6,4.55,16.59,1.56,18.65,Cash,2023,4
TRIP_000865,2023-05-19 10:41:35,2023-05-19 11:23:35,Brooklyn,Staten Island,2,21.03,57.52,3.55,61.57,Cash,2023,5
TRIP_000866,2023-11-20 01:16:45,2023-11-20 01:24:45,Manhattan,Staten Island,5,18.09,51.09,5.21,56.8,Credit Card,2023,11
TRIP_000867,2023-02-04 03:45:49,2023-02-04 04:48:49,Staten Island,Queens,3,19.1,52.99,13.1,66.59,Dispute,2023,2
TRIP_000868,2023-05-14 20:57:25,2023-05-14 22:16:25,Bronx,Bronx,5,7.69,22.92,0.14,23.56,Dispute,2023,5
TRIP_000869,2023-01-21 04:26:32,2023-01-21 05:48:32,Queens,Manhattan,1,13.47,36.2,2.95,39.65,Credit Card,2023,1
TRIP_000870,2023-09-03 03:33:18,2023-09-03 03:58:18,Queens,Queens,5,16.85,48.68,7.53,56.71,Cash,2023,9
TRIP_000871,2023-06-07 04:56:20,2023-06-07 05:28:20,Queens,Bronx,5,22.88,64.08,12.48,77.06,Credit Card,2023,6
TRIP_000872,2023-03-11 13:06:40,2023-03-11 13:49:40,Brooklyn,Brooklyn,1,8.67,27.29,1.68,29.47,Credit Card,2023,3
TRIP_000873,2023-12-05 21:27:21,2023-12-05 22:23:21,Manhattan,Brooklyn,6,8.17,27.91,6.61,35.02,Credit Card,2023,12
TRIP_000874,2023-10-14 05:26:47,2023-10-14 06:36:47,Brooklyn,Brooklyn,4,2.04,11.5,2.48,14.48,No Charge,2023,10
TRIP_000875,2023-06-25 00:51:19,2023-06-25 01:47:19,Brooklyn,Brooklyn,2,4.82,17.04,3.55,21.09,Dispute,2023,6
TRIP_000876,2023-01-15 02:44:49,2023-01-15 03:02:49,Brooklyn,Queens,2,6.72,19.94,0.96,21.4,Credit Card,2023,1
TRIP_000877,2023-02-02 07:47:31,2023-02-02 08:31:31,Queens,Staten Island,5,6.6,19.43,1.56,21.49,Credit Card,2023,2
TRIP_000878,2023-12-11 03:08:51,2023-12-11 03:27:51,Bronx,Bronx,4,21.04,59.5,0.58,60.58,Credit Card,2023,12
TRIP_000879,2023-01-14 14:16:21,2023-01-14 15:35:21,Bronx,Bronx,4,14.96,40.57,10.28,51.35,Credit Card,2023,1
TRIP_000880,2023-12-13 04:32:03,2023-12-13 05:09:03,Staten Island,Brooklyn,5,20.78,59.35,0.09,59.94,Credit Card,2023,12
TRIP_000881,2023-06-19 14:56:38,2023-06-19 15:25:38,Staten Island,Queens,4,18.09,50.02,14.47,64.99,Dispute,2023,6
TRIP_000882,2023-04-05 18:56:03,2023-04-05 20:24:03,Queens,Manhattan,1,1.63,7.08,0.52,8.1,Cash,2023,4
TRIP_000883,2023-01-24 23:13:47,2023-01-24 23:31:47,Queens,Queens,1,7.73,22.51,0.41,23.42,Dispute,2023,1
TRIP_000884,2023-08-08 10:55:12,2023-08-08 11:08:12,Queens,Brooklyn,6,12.84,35.37,6.36,42.23,Cash,2023,8
TRIP_000885,2023-01-23 14:18:37,2023-01-23 14:39:37,Manhattan,Queens,6,7.5,21.65,6.02,28.17,Cash,2023,1
TRIP_000886,2023-09-12 03:23:59,2023-09-12 03:42:59,Manhattan,Manhattan,2,2.11,12.23,0.56,13.29,Cash,2023,9
TRIP_000887,2023-11-20 02:06:33,2023-11-20 03:24:33,Manhattan,Brooklyn,2,12.32,35.63,4.24,40.37,Dispute,2023,11
TRIP_000888,2023-07-20 23:54:52,2023-07-21 01:21:52,Manhattan,Queens,2,7.21,24.14,0.82,25.46,No Charge,2023,7
TRIP_000889,2023-12-28 00:12:29,2023-12-28 01:33:29,Staten Island,Bronx,6,9.35,29.68,3.48,33.66,Dispute,2023,12
TRIP_000890,2023-10-12 04:22:51,2023-10-12 04:30:51,Queens,Staten Island,5,23.07,64.66,2.72,67.88,Dispute,2023,10
TRIP_000891,2023-03-02 01:22:07,2023-03-02 02:51:07,Staten Island,Bronx,3,12.79,38.7,4.38,43.58,Dispute,2023,3
TRIP_000892,2023-06-14 11:32:40,2023-06-14 12:14:40,Bronx,Manhattan,5,3.14,12.49,3.32,16.31,Dispute,2023,6
TRIP_000893,2023-07-18 22:33:14,2023-07-18 22:53:14,Queens,Bronx,5,1.01,9.1,0.81,10.41,Credit Card,2023,7
TRIP_000894,2023-05-01 17:57:51,2023-05-01 18:32:51,Brooklyn,Brooklyn,5,23.84,65.43,17.18,83.11,Credit Card,2023,5
TRIP_000895,2023-09-27 23:18:04,2023-09-28 00:30:04,Manhattan,Queens,3,20.11,54.78,2.43,57.71,Cash,2023,9
TRIP_000896,2023-08-21 21:30:28,2023-08-21 22:36:28,Staten Island,Staten Island,1,16.72,45.43,13.22,59.15,Credit Card,2023,8
TRIP_000897,2023-05-13 12:01:15,2023-05-13 12:10:15,Queens,Bronx,4,13.89,41.0,0.77,42.27,Dispute,2023,5
TRIP_000898,2023-11-25 11:50:30,2023-11-25 12:16:30,Queens,Manhattan,5,8.69,28.37,1.83,30.7,Dispute,2023,11
TRIP_000899,2023-05-12 09:21:25,2023-05-12 10:30:25,Brooklyn,Queens,4,8.13,26.32,5.98,32.8,Credit Card,2023,5
TRIP_000900,2023-12-19 02:55:33,2023-12-19 03:01:33,Staten Island,Staten Island,1,4.72,16.34,2.02,18.86,Cash,2023,12
TRIP_000901,2023-11-02 05:44:16,2023-11-02 06:59:16,Staten Island,Brooklyn,3,20.49,55.16,10.99,66.65,Cash,2023,11
TRIP_000902,2023-08-06 08:55:52,2023-08-06 09:15:52,Staten Island,Manhattan,1,23.37,65.5,6.98,72.98,No Charge,2023,8
TRIP_000903,2023-06-20 06:55:43,2023-06-20 08:25:43,Staten Island,Queens,6,21.54,56.44,10.37,67.31,Cash,2023,6
TRIP_000904,2023-03-05 20:14:47,2023-03-05 20:26:47,Staten Island,Manhattan,4,5.09,16.79,1.41,18.7,Dispute,2023,3
TRIP_000905,2023-05-16 08:44:30,2023-05-16 09:31:30,Bronx,Brooklyn,4,14.2,42.73,9.75,52.98,Dispute,2023,5
TRIP_000906,2023-06-12 21:32:12,2023-06-12 22:21:12,Brooklyn,Manhattan,1,17.18,49.98,14.57,65.05,Credit Card,2023,6
TRIP_000907,2023-09-13 21:21:56,2023-09-13 22:24:56,Brooklyn,Brooklyn,5,1.82,8.5,1.82,10.82,No Charge,2023,9
TRIP_000908,2023-02-12 20:25:54,2023-02-12 20:33:54,Queens,Manhattan,3,17.94,50.59,1.01,52.1,No Charge,2023,2
TRIP_000909,2023-04-24 14:10:09,2023-04-24 15:15:09,Manhattan,Staten Island,3,14.09,42.63,0.39,43.52,Dispute,2023,4
TRIP_000910,2023-03-17 13:33:25,2023-03-17 14:27:25,Staten Island,Staten Island,5,8.95,27.43,0.89,28.82,Cash,2023,3
TRIP_000911,2023-04-21 21:44:31,2023-04-21 22:39:31,Staten Island,Manhattan,1,24.56,64.94,11.22,76.66,Cash,2023,4
TRIP_000912,2023-01-09 01:18:21,2023-01-09 01:34:21,Staten Island,Bronx,1,8.52,26.39,6.17,33.06,Cash,2023,1
TRIP_000913,2023-06-17 03:34:29,2023-06-17 04:26:29,Manhattan,Manhattan,5,14.37,41.31,9.48,51.29,No Charge,2023,6
TRIP_000914,2023-03-20 13:53:33,2023-03-20 14:33:33,Queens,Queens,1,20.65,56.06,13.69,70.25,Credit Card,2023,3
TRIP_000915,2023-03-30 12:53:59,2023-03-30 13:22:59,Queens,Brooklyn,2,22.61,61.8,2.64,64.94,Cash,2023,3
TRIP_000916,2023-06-19 19:03:16,2023-06-19 20:17:16,Bronx,Queens,6,11.32,33.28,5.77,39.55,Credit Card,2023,6
TRIP_000917,2023-11-23 18:20:52,2023-11-23 18:44:52,Bronx,Manhattan,6,15.52,43.95,10.21,54.66,Cash,2023,11
TRIP_000918,2023-04-29 00:09:32,2023-04-29 01:21:32,Manhattan,Manhattan,5,8.66,24.16,2.97,27.63,Cash,2023,4
TRIP_000919,2023-04-19 20:19:02,2023-04-19 21:35:02,Queens,Brooklyn,1,6.62,22.64,6.1,29.24,Dispute,2023,4
TRIP_000920,2023-01-28 12:45:17,2023-01-28 13:40:17,Queens,Staten Island,2,17.31,47.83,6.76,55.09,Cash,2023,1
TRIP_000921,2023-12-14 13:00:13,2023-12-14 13:19:13,Queens,Staten Island,5,10.13,30.54,5.38,36.42,No Charge,2023,12
TRIP_000922,2023-11-16 13:53:49,2023-11-16 14:18:49,Queens,Queens,4,12.8,38.32,3.59,42.41,No Charge,2023,11
TRIP_000923,2023-11-24 12:04:40,2023-11-24 12:21:40,Queens,Manhattan,2,12.12,33.4,3.48,37.38,Credit Card,2023,11
TRIP_000924,2023-10-01 15:45:20,2023-10-01 17:08:20,Staten Island,Staten Island,3,8.08,26.51,1.76,28.77,Credit Card,2023,10
TRIP_000925,2023-03-25 17:03:53,2023-03-25 17:29:53,Manhattan,Brooklyn,4,7.15,21.72,3.27,25.49,No Charge,2023,3
TRIP_000926,2023-02-23 08:14:48,2023-02-23 09:01:48,Queens,Bronx,3,2.81,10.47,0.19,11.16,Dispute,2023,2
TRIP_000927,2023-02-03 00:32:56,2023-02-03 01:44:56,Manhattan,Bronx,3,16.92,47.42,9.25,57.17,Dispute,2023,2
TRIP_000928,2023-04-10 04:43:52,2023-04-10 05:33:52,Queens,Bronx,3,11.92,36.1,9.66,46.26,No Charge,2023,4
TRIP_000929,2023-01-30 18:13:19,2023-01-30 18:45:19,Brooklyn,Manhattan,1,10.24,30.89,4.56,35.95,Dispute,2023,1
TRIP_000930,2023-07-05 19:55:46,2023-07-05 20:44:46,Brooklyn,Bronx,5,11.37,33.08,5.94,39.52,No Charge,2023,7
TRIP_000931,2023-07-08 18:47:32,2023-07-08 19:15:32,Staten Island,Queens,3,24.4,67.94,3.64,72.08,No Charge,2023,7
TRIP_000932,2023-03-09 06:34:04,2023-03-09 07:46:04,Bronx,Queens,2,6.59,19.54,1.72,21.76,Credit Card,2023,3
TRIP_000933,2023-01-30 20:36:49,2023-01-30 20:56:49,Staten Island,Queens,1,23.33,65.24,12.07,77.81,No Charge,2023,1
TRIP_000934,2023-07-03 10:19:59,2023-07-03 10:39:59,Brooklyn,Staten Island,5,4.82,19.38,1.89,21.77,Credit Card,2023,7
TRIP_000935,2023-05-04 22:23:39,2023-05-04 22:41:39,Staten Island,Manhattan,3,2.16,10.45,2.44,13.39,No Charge,2023,5
TRIP_000936,2023-05-13 18:30:53,2023-05-13 19:17:53,Bronx,Brooklyn,5,23.98,67.11,9.12,76.73,Credit Card,2023,5
TRIP_000937,2023-08-06 07:53:28,2023-08-06 08:40:28,Staten Island,Staten Island,4,4.47,17.24,3.77,21.51,Dispute,2023,8
TRIP_000938,2023-11-25 17:17:19,2023-11-25 17:27:19,Brooklyn,Brooklyn,6,2.32,10.75,0.36,11.61,Credit Card,2023,11
TRIP_000939,2023-11-26 04:16:54,2023-11-26 05:11:54,Bronx,Staten Island,2,5.28,17.19,0.22,17.91,No Charge,2023,11
TRIP_000940,2023-10-09 09:16:42,2023-10-09 10:32:42,Manhattan,Manhattan,5,22.5,62.21,5.71,68.42,No Charge,2023,10
TRIP_000941,2023-11-15 03:41:14,2023-11-15 03:44:14,Brooklyn,Bronx,1,19.85,53.21,7.92,61.63,No Charge,2023,11
TRIP_000942,2023-01-25 01:28:32,2023-01-25 02:47:32,Staten Island,Brooklyn,1,18.42,49.14,2.14,51.78,No Charge,2023,1
TRIP_000943,2023-11-05 18:58:46,2023-11-05 19:47:46,Brooklyn,Manhattan,6,11.42,35.58,4.62,40.7,Credit Card,2023,11
TRIP_000944,2023-08-09 12:59:16,2023-08-09 14:22:16,Manhattan,Staten Island,4,4.9,15.75,4.12,20.37,Cash,2023,8
TRIP_000945,2023-04-23 00:26:41,2023-04-23 00:58:41,Brooklyn,Manhattan,4,23.41,64.54,8.93,73.97,No Charge,2023,4
TRIP_000946,2023-11-12 10:52:02,2023-11-12 11:08:02,Queens,Staten Island,1,7.16,21.71,2.43,24.64,Credit Card,2023,11
TRIP_000947,2023-04-13 02:16:11,2023-04-13 03:29:11,Queens,Brooklyn,4,21.73,57.29,3.15,60.94,No Charge,2023,4
